des_scom;des_eve;des_vin;famiglia_matrice;esito_matrice;mapping_esito;motivo_mapping;righe;ticket_unici;concessionari;esempio_evento_descrizione
MULTIGOL INFO1-INFO2 SQUADRA 1;SI;;;;NON_MAPPATO;famiglia non riconosciuta;80;17;ADMIRAL;CALCIO | PERU - II DIVISIONE | AD Comerciantes FC - CSDC Alianza Universidad | MULTIGOL INFO1-INFO2 SQUADRA 1 | SI
MULTIGOL INFO1-INFO2 SQUADRA 1+ MULTIGOL INFO3-INFO4 SQUADRA 2;SI;;;;NON_MAPPATO;famiglia non riconosciuta;80;15;ADMIRAL;CALCIO | GARA AMICHEVOLE | Osasuna - Racing Santander | MULTIGOL INFO1-INFO2 SQUADRA 1+ MULTIGOL INFO3-INFO4 SQUADRA 2 | SI
TEMPO CON PIU GOL;2;;;;NON_MAPPATO;famiglia non riconosciuta;80;35;ADMIRAL, BBET, DOMUSBET, SPORTBET;CALCIO | ITALIA - I DIVISIONE | Roma - Fiorentina | TEMPO CON PIU GOL | 2
VINCENTE;Roma;;;;NON_MAPPATO;famiglia non riconosciuta;80;80;ADMIRAL, BBET, DOMUSBET, MARATHON, SPORTBET, STANLEYBET, STARCASINO, TOTOSI;CALCIO | ITALIA - I DIVISIONE | Serie A 2026/27 | VINCENTE | Roma
U/O + GG/NG;GOAL + OVER;;;;NON_MAPPATO;famiglia non riconosciuta;77;39;STARCASINO, WILLIAMHILL;CALCIO | SVIZZERA - I DIVISIONE | Servette FC - Basilea 1893 | U/O + GG/NG | GOAL + OVER
1X+U/O INFO1;1X + UN;;;;NON_MAPPATO;famiglia non riconosciuta;76;34;DOMUSBET;CALCIO | INGHILTERRA - I DIVISIONE | Hull City - Manchester United | 1X+U/O INFO1 | 1X + UN
RISULTATO ESATTO;ALTRO;;Risultato Esatto;;NON_MAPPATO;etichetta non riconosciuta per famiglia Risultato Esatto;75;26;360BET, BBET, DOMUSBET, MARATHON, SPORTBET, STANLEYBET, TOTOSI;CALCIO | GARA AMICHEVOLE | Derby County - Friburgo | RISULTATO ESATTO | ALTRO
VINCENTE;Bezzecchi M.;;;;NON_MAPPATO;famiglia non riconosciuta;75;75;360BET, ADMIRAL, BBET, DOMUSBET, MARATHON, SPORTBET, STANLEYBET, STARCASINO, WILLIAMHILL;MOTOCICLISMO | MONDO - MOTOMONDIALE | Mondiale Motogp 2026 | VINCENTE | Bezzecchi M.
MG INFO1-INFO2 1T + MG INFO3-INFO4 2T;Si;;;;NON_MAPPATO;famiglia non riconosciuta;73;17;STARCASINO;CALCIO | CILE - I DIVISIONE | Colo Colo - Deportes Limache | MG INFO1-INFO2 1T + MG INFO3-INFO4 2T | Si
CASA SEGNA;Si;;;;NON_MAPPATO;famiglia non riconosciuta;72;22;STARCASINO;CALCIO | LIBANO - I DIVISIONE | Nejmeh SC - Jwaaya FC | CASA SEGNA | Si
U/O CORNER T.R.;OVER;;;;NON_MAPPATO;famiglia non riconosciuta;72;21;SPORTBET;CALCIO | FINLANDIA - I DIVISIONE | Jaro - Seinajoen | U/O CORNER T.R. | OVER
VINCENTE;Khvicha Kvaratskhelia;;;;NON_MAPPATO;famiglia non riconosciuta;72;72;360BET, ADMIRAL, BBET, DOMUSBET, MARATHON, SPORTBET, STANLEYBET, STARCASINO;CALCIO | PALLONE D'ORO FIFA | Pallone D oro 2026 | VINCENTE | Khvicha Kvaratskhelia
MULTIGOL OSPITE;SI;;;;NON_MAPPATO;famiglia non riconosciuta;71;30;BBET, SPORTBET, STANLEYBET;CALCIO | Amichevoli di Club (Poss. Cambio Format) | Galatasaray - AC Monza | MULTIGOL OSPITE | SI
RIS. ESATTO;2-1;;;;NON_MAPPATO;famiglia non riconosciuta;71;51;ADMIRAL;CALCIO | GARA AMICHEVOLE | Benfica - CF Os Belenenses | RIS. ESATTO | 2-1
G1 VINCE ALMENO 1 SET;Si;;;;NON_MAPPATO;famiglia non riconosciuta;70;45;STARCASINO;TENNIS | TORNEO DI PRAGA | Bouzkova, Marie - Valentova, Tereza | G1 VINCE ALMENO 1 SET | Si
VINCENTE;Marquez M.;;;;NON_MAPPATO;famiglia non riconosciuta;70;70;ADMIRAL, BBET, DOMUSBET, MARATHON, SPORTBET, STANLEYBET, STARCASINO, TOTOSI, WILLIAMHILL;MOTOCICLISMO | MONDO - MOTOMONDIALE | Mondiale Motogp 2026 | VINCENTE | Marquez M.
X O OV;SI;;;;NON_MAPPATO;famiglia non riconosciuta;70;17;BBET, DOMUSBET, SPORTBET, STANLEYBET, WILLIAMHILL;CALCIO | SVIZZERA - II DIVISIONE | Winterthur - Yverdon-Sport FC | X O OV | SI
12 TEMPO INFO1;12;;;;NON_MAPPATO;famiglia non riconosciuta;69;8;DOMUSBET, SPORTBET, STARCASINO, WILLIAMHILL;CALCIO | DANIMARCA - I DIVISIONE | Viborg - Odense Boldklub | 12 TEMPO INFO1 | 12
GG O OV;SI;;;;NON_MAPPATO;famiglia non riconosciuta;69;22;MARATHON;CALCIO | DANIMARCA - I DIVISIONE | Viborg - Odense Boldklub | GG O OV | SI
VINCENTE;Club Bruges;;;;NON_MAPPATO;famiglia non riconosciuta;69;69;ADMIRAL, BBET, DOMUSBET, MARATHON, SPORTBET, STANLEYBET, STARCASINO;CALCIO | BELGIO - I DIVISIONE | Belgio Jupiler Pro League 2026/27 | VINCENTE | Club Bruges
U/O GAME;Over;;;;NON_MAPPATO;famiglia non riconosciuta;68;36;STARCASINO;TENNIS | TORNEO DI AMBURGO | Oliynykova, Oleksandra - Avanesyan, Elina | U/O GAME | Over
VINCENTE;West Ham;;;;NON_MAPPATO;famiglia non riconosciuta;67;67;ADMIRAL, BBET, DOMUSBET, SPORTBET, STANLEYBET, STARCASINO;CALCIO | INGHILTERRA - II DIVISIONE | Championship 2026/27 | VINCENTE | West Ham
1X + MULTIGOL;SI;;;;NON_MAPPATO;famiglia non riconosciuta;66;42;BBET, SPORTBET, STANLEYBET, TOTOSI;CALCIO | ITALIA - I DIVISIONE | Venezia - Lecce | 1X + MULTIGOL | SI
D.C. IN+U/O INFO1;1X+UN;;;;NON_MAPPATO;famiglia non riconosciuta;66;29;ADMIRAL;CALCIO | COLOMBIA - II DIVISIONE | Deportes Quindio - Boca Juniors de Cali | D.C. IN+U/O INFO1 | 1X+UN
INFO2°T(1 O OV INFO1);SI;;;;NON_MAPPATO;famiglia non riconosciuta;65;7;ADMIRAL;CALCIO | ISLANDA - II DIVISIONE | Volsungur - Grindavik | INFO2°T(1 O OV INFO1) | SI
MULTIGOL INFO1-INFO2 CASA + MULTIGOL INFO3-INFO4 OSPITE;SI;;;;NON_MAPPATO;famiglia non riconosciuta;64;30;BBET, SPORTBET, STANLEYBET;CALCIO | Amichevoli di Club (Poss. Cambio Format) | Elche - Johor Darul Tazim | MULTIGOL INFO1-INFO2 CASA + MULTIGOL INFO3-INFO4 OSPITE | SI
U/O  INFO1 - INFO2° TEMPO;Under;;;;NON_MAPPATO;famiglia non riconosciuta;64;12;STARCASINO, WILLIAMHILL;CALCIO | AUSTRALIA - NPL SOUTH AUSTRALIA | Adelaide United - STURT LIONS | U/O INFO1 - INFO2° TEMPO | Under
VINCENTE;Como;;;;NON_MAPPATO;famiglia non riconosciuta;64;64;ADMIRAL, BBET, DOMUSBET, MARATHON, SPORTBET, STANLEYBET, STARCASINO, TOTOSI;CALCIO | ITALIA - I DIVISIONE | Serie A 2026/27 | VINCENTE | Como
U/O INFO1 GAMES;UNDER;;;;NON_MAPPATO;famiglia non riconosciuta;63;36;DOMUSBET, STANLEYBET;TENNIS | TORNEO DEL PORTOGALLO | Rublev, Andrey - van Assche, Luca | U/O INFO1 GAMES | UNDER
X2 + UNDER/OVER;X2 + UN;;;;NON_MAPPATO;famiglia non riconosciuta;61;31;BBET, SPORTBET, STANLEYBET, TOTOSI;CALCIO | ITALIA - I DIVISIONE | Torino - Milan | X2 + UNDER/OVER | X2 + UN
GG/NG;NoGoal;;;;NON_MAPPATO;famiglia non riconosciuta;60;42;STARCASINO, WILLIAMHILL;CALCIO | AUSTRIA - COPPA | FC Dornbirn 1913 - Ried | GG/NG | NoGoal
PASSAGGIO TURNO;1;;;;NON_MAPPATO;famiglia non riconosciuta;60;20;ADMIRAL, BBET, DOMUSBET, STARCASINO, WILLIAMHILL;CALCIO | MONDO - MONDIALI | Portogallo - Croazia | PASSAGGIO TURNO | 1
VINCENTE;Juventus;;;;NON_MAPPATO;famiglia non riconosciuta;60;60;360BET, ADMIRAL, BBET, DOMUSBET, SPORTBET, STANLEYBET, STARCASINO, TOTOSI;CALCIO | Serie A | Serie A 2026/27 | VINCENTE | Juventus
12+U/O INFO1;12 + OV;;;;NON_MAPPATO;famiglia non riconosciuta;59;22;DOMUSBET;CALCIO | FINLANDIA - V DIVISIONE | Kings SC Kuopio - SC Zulimanit | 12+U/O INFO1 | 12 + OV
SQUADRA INFO1 VINCE ALMENO UN TEMPO;Si;;;;NON_MAPPATO;famiglia non riconosciuta;59;13;STARCASINO;CALCIO | SPAGNA - I DIVISIONE | Real Madrid - Real Sociedad | SQUADRA INFO1 VINCE ALMENO UN TEMPO | Si
U/O GIOCHI NEL MATCH;OVER;;;;NON_MAPPATO;famiglia non riconosciuta;59;32;BBET, SPORTBET, TOTOSI;TENNIS | TORNEO DI ESTORIL | Burruchaga, Roman Andres - Blockx, Alexander | U/O GIOCHI NEL MATCH | OVER
U/O INFO1 ANGOLI;OVER;;;;NON_MAPPATO;famiglia non riconosciuta;59;19;ADMIRAL;CALCIO | POLONIA - I DIVISIONE | MKS Pogon Szczecin - Legia Varsavia | U/O INFO1 ANGOLI | OVER
P/D;PARI;;;;NON_MAPPATO;famiglia non riconosciuta;57;14;ADMIRAL;CALCIO | ROMANIA - I DIVISIONE | Champions FC Arges - Petrolul Ploiesti | P/D | PARI
VINCENTE;Mercedes;;;;NON_MAPPATO;famiglia non riconosciuta;57;57;ADMIRAL, BBET, MARATHON, SPORTBET, STARCASINO, WILLIAMHILL;AUTOMOBILISMO | MONDO - CAMPIONATO FORMULA 1 | Formula 1 Mondiale Costruttori 2026 | VINCENTE | Mercedes
12 + UNDER/OVER;12 + OV;;U/O Gol;;NON_MAPPATO;etichetta non riconosciuta per famiglia U/O Gol;56;22;BBET, SPORTBET, STANLEYBET, TOTOSI;CALCIO | SVIZZERA - II DIVISIONE | Neuchatel Xamax FCS - Kriens | 12 + UNDER/OVER | 12 + OV
U/O (INCL. OT);Over;;;;NON_MAPPATO;famiglia non riconosciuta;56;26;STARCASINO, WILLIAMHILL;BASKET | VIETNAM - I DIVISIONE | Ho Chi Minh City Wings - Da Nang Dragons | U/O (INCL. OT) | Over
U/O GAME;OVER;;;;NON_MAPPATO;famiglia non riconosciuta;56;34;MARATHON;TENNIS | TORNEO DI ESTORIL | Faria, Jaime - Darderi, Luciano | U/O GAME | OVER
X2 + U/O INFO1;X2 + UNDER;;;;NON_MAPPATO;famiglia non riconosciuta;56;35;MARATHON, STARCASINO, WILLIAMHILL;CALCIO | ITALIA - I DIVISIONE | Genoa - Napoli | X2 + U/O INFO1 | X2 + UNDER
1X + GG/NG;1X + GOAL;;;;NON_MAPPATO;famiglia non riconosciuta;55;33;BBET, MARATHON, SPORTBET, STANLEYBET, TOTOSI;CALCIO | ITALIA - I DIVISIONE | Atalanta - Sassuolo Calcio | 1X + GG/NG | 1X + GOAL
G2 VINCE ALMENO 1 SET;Si;;;;NON_MAPPATO;famiglia non riconosciuta;55;34;STARCASINO;TENNIS | CHALLENGER DI SVIZZERA | Mayot, Harold - Dietrich, Dylan | G2 VINCE ALMENO 1 SET | Si
TESTA A TESTA;1;;;;NON_MAPPATO;famiglia non riconosciuta;55;17;STARCASINO, WILLIAMHILL;BADMINTON | MONDO - BWF WORLD TOUR | Li Y J / Luo X M - Rose R A / Setianingrum F | TESTA A TESTA | 1
COMBO GG/NG;GG/GG;;;;NON_MAPPATO;famiglia non riconosciuta;54;17;BBET, SPORTBET, TOTOSI;CALCIO | ARGENTINA - I DIVISIONE | CA Belgrano de Cordoba - CA Rosario Central | COMBO GG/NG | GG/GG
GOAL SQUADRA 2;SI;;;;NON_MAPPATO;famiglia non riconosciuta;53;22;ADMIRAL;CALCIO | ARGENTINA - CAMP. RISERVE I DIV. | CA Sarmiento de Junin - CD Godoy Cruz | GOAL SQUADRA 2 | SI
HANDICAP INFO1 GAMES;1;;;;NON_MAPPATO;famiglia non riconosciuta;52;48;BBET, DOMUSBET, SPORTBET, STANLEYBET;TENNIS | TORNEO DI ESTORIL | Faria, Jaime - Darderi, Luciano | HANDICAP INFO1 GAMES | 1
HANDICAP INFO1 GAMES;2;;;;NON_MAPPATO;famiglia non riconosciuta;52;38;BBET, DOMUSBET, SPORTBET, STANLEYBET;TENNIS | CHALLENGER DI SVIZZERA | Huesler, Marc-andrea - Stricker, Dominic | HANDICAP INFO1 GAMES | 2
SQUADRA INFO1 VINCE ALMENO UN TEMPO;SI;;;;NON_MAPPATO;famiglia non riconosciuta;52;25;ADMIRAL, DOMUSBET, MARATHON, STANLEYBET, WILLIAMHILL;CALCIO | IRLANDA - II DIVISIONE | Kerry FC - Finn Harps | SQUADRA INFO1 VINCE ALMENO UN TEMPO | SI
VINCENTE;Viking;;;;NON_MAPPATO;famiglia non riconosciuta;52;52;ADMIRAL, BBET, DOMUSBET, MARATHON, SPORTBET, STANLEYBET, STARCASINO;CALCIO | NORVEGIA - I DIVISIONE | Eliteserien 2026 | VINCENTE | Viking
GG O OV;Si;;;;NON_MAPPATO;famiglia non riconosciuta;51;13;STARCASINO;CALCIO | CANADA - I DIVISIONE | Wanderers - FC Supra Du Quebec | GG O OV | Si
RIS. ESATTO;ALTRO;;;;NON_MAPPATO;famiglia non riconosciuta;51;20;ADMIRAL;CALCIO | GARA AMICHEVOLE | Benfica - CF Os Belenenses | RIS. ESATTO | ALTRO
PASSAGGIO TURNO;2;;;;NON_MAPPATO;famiglia non riconosciuta;50;32;ADMIRAL, BBET, DOMUSBET, SPORTBET, STANLEYBET, STARCASINO, WILLIAMHILL;CALCIO | MONDO - MONDIALI | Olanda - Marocco | PASSAGGIO TURNO | 2
X2+U/O INFO1;X2 + UN;;;;NON_MAPPATO;famiglia non riconosciuta;50;27;DOMUSBET;CALCIO | POLONIA - I DIVISIONE | MKS Pogon Szczecin - Legia Varsavia | X2+U/O INFO1 | X2 + UN
U/O GAME INFO1;OVER;;;;NON_MAPPATO;famiglia non riconosciuta;49;19;ADMIRAL;TENNIS | TORNEO DI ESTORIL | Burruchaga, Roman Andres - Blockx, Alexander | U/O GAME INFO1 | OVER
VINCENTE;Russell G.;;;;NON_MAPPATO;famiglia non riconosciuta;49;49;ADMIRAL, BBET, DOMUSBET, MARATHON, SPORTBET, STANLEYBET, STARCASINO, TOTOSI, WILLIAMHILL;AUTOMOBILISMO | MONDO - CAMPIONATO FORMULA 1 | Formula 1 Mondiale Piloti 2026 | VINCENTE | Russell G.
VINCENTE;Shamrock Rovers;;;;NON_MAPPATO;famiglia non riconosciuta;49;49;ADMIRAL, BBET, DOMUSBET, SPORTBET, STANLEYBET, STARCASINO;CALCIO | IRLANDA - I DIVISIONE | Premier Division 2026 | VINCENTE | Shamrock Rovers
1X+MG;1X + MG;;;;NON_MAPPATO;famiglia non riconosciuta;48;33;ADMIRAL;CALCIO | ARGENTINA - I DIVISIONE | Gimnasia y Esgrima Mendoza - Central Cordoba | 1X+MG | 1X + MG
VINCENTE;Sinner J.;;;;NON_MAPPATO;famiglia non riconosciuta;48;43;360BET, ADMIRAL, BBET, DOMUSBET, MARATHON, SPORTBET, STANLEYBET, STARCASINO, WILLIAMHILL;TENNIS | US OPEN | US Open - Maschile 2026 | VINCENTE | Sinner J.
VINCENTE;Slavia Praga;;;;NON_MAPPATO;famiglia non riconosciuta;48;48;ADMIRAL, BBET, DOMUSBET, SPORTBET, STANLEYBET, STARCASINO;CALCIO | REP. CECA- I DIVISIONE | 1 Liga 2026/27 | VINCENTE | Slavia Praga
MG INFO1-INFO2 1°T+MG INFO3-INFO4 2°T;SI;;;;NON_MAPPATO;famiglia non riconosciuta;47;23;DOMUSBET;CALCIO | NORVEGIA - II DIVISIONE | Stab?k - Hodd | MG INFO1-INFO2 1°T+MG INFO3-INFO4 2°T | SI
U/O CORNER;Over;;;;NON_MAPPATO;famiglia non riconosciuta;47;18;STARCASINO, WILLIAMHILL;CALCIO | GARA AMICHEVOLE | Cremonese - Giana Erminio | U/O CORNER | Over
VINCENTE;SPAGNA;;;;NON_MAPPATO;famiglia non riconosciuta;47;47;ADMIRAL, BBET, DOMUSBET, SPORTBET, STANLEYBET, STARCASINO;CALCIO | MONDO - MONDIALI | Mondiali 2026 | VINCENTE | SPAGNA
VINCENTE;Sirius;;;;NON_MAPPATO;famiglia non riconosciuta;47;47;ADMIRAL, BBET, DOMUSBET, MARATHON, SPORTBET, STANLEYBET, STARCASINO;CALCIO | SVEZIA - I DIVISIONE | Allsvenskanliga 2026 | VINCENTE | Sirius
X O GG;SI;;;;NON_MAPPATO;famiglia non riconosciuta;47;26;BBET, DOMUSBET, MARATHON, SPORTBET, STANLEYBET, WILLIAMHILL;CALCIO | FINLANDIA - I DIVISIONE | Jaro - Seinajoen | X O GG | SI
PARI/DISPARI;DISPARI;;;;NON_MAPPATO;famiglia non riconosciuta;46;10;DOMUSBET, MARATHON, SPORTBET, TOTOSI;CALCIO | ITALIA - I DIVISIONE | Torino - Milan | PARI/DISPARI | DISPARI
12 + UNDER/OVER;12 + UN;;U/O Gol;;NON_MAPPATO;etichetta non riconosciuta per famiglia U/O Gol;45;14;BBET, SPORTBET, STANLEYBET, TOTOSI;CALCIO | REP. CECA - COPPA | FC Strani - FC Vsetin | 12 + UNDER/OVER | 12 + UN
MG INFO1-INFO2 CASA + MG INFO3-INFO4 OSP;Si;;;;NON_MAPPATO;famiglia non riconosciuta;45;18;STARCASINO;CALCIO | ITALIA - I DIVISIONE | Torino - Milan | MG INFO1-INFO2 CASA + MG INFO3-INFO4 OSP | Si
OV 1°T + OV 2°T;Si;;;;NON_MAPPATO;famiglia non riconosciuta;45;13;STARCASINO;CALCIO | EUROPA - CHAMPIONS LEAGUE | Paris Saint-Germain - Bayern Monaco | OV 1°T + OV 2°T | Si
PARZIALE/FINALE;2-1;;;;NON_MAPPATO;famiglia non riconosciuta;45;24;BBET, MARATHON, STANLEYBET, STARCASINO, WILLIAMHILL;CALCIO | ARGENTINA - I DIVISIONE | CA Belgrano de Cordoba - CA Rosario Central | PARZIALE/FINALE | 2-1
GIOC. INFO1 VINCE ALM. INFO2 SET;SI;;;;NON_MAPPATO;famiglia non riconosciuta;44;21;ADMIRAL;TENNIS | TORNEO DI KITZBUHEL | Bublik, Alexander - Etcheverry, Tomas Martin | GIOC. INFO1 VINCE ALM. INFO2 SET | SI
U/O INFO1 + GG/NG;GOAL + OVER;;;;NON_MAPPATO;famiglia non riconosciuta;44;16;MARATHON;CALCIO | OLANDA - I DIVISIONE | PSV Eindhoven - Fortuna Sittard | U/O INFO1 + GG/NG | GOAL + OVER
VINCENTE;AEK Atene;;;;NON_MAPPATO;famiglia non riconosciuta;44;44;ADMIRAL, SPORTBET, STANLEYBET, STARCASINO;CALCIO | GRECIA - I DIVISIONE | Super League 1 2026/27 | VINCENTE | AEK Atene
TEMPO CON PIÙ GOAL;2;;;;NON_MAPPATO;famiglia non riconosciuta;43;6;MARATHON, STARCASINO;CALCIO | PARAGUAY - I DIVISIONE | Cerro Porteno - Sportivo Trinidense | TEMPO CON PIÙ GOAL | 2
VINCENTE;A ja Wilson;;;;NON_MAPPATO;famiglia non riconosciuta;43;43;MARATHON;BASKET | USA - WNBA | Miglior realizzatrice stagione WNBA | VINCENTE | A ja Wilson
VINCENTE;Gonzalez M.;;;;NON_MAPPATO;famiglia non riconosciuta;43;43;ADMIRAL, DOMUSBET, MARATHON, SPORTBET, STANLEYBET, STARCASINO;MOTOCICLISMO | MONDO - MOTOMONDIALE | Mondiale Moto2 2026 | VINCENTE | Gonzalez M.
X2 + MULTIGOL;SI;;;;NON_MAPPATO;famiglia non riconosciuta;43;36;BBET, SPORTBET, STANLEYBET, TOTOSI;CALCIO | ITALIA - I DIVISIONE | Genoa - Napoli | X2 + MULTIGOL | SI
PARI/DISPARI;PARI;;;;NON_MAPPATO;famiglia non riconosciuta;42;19;BBET, DOMUSBET, MARATHON, SPORTBET;CALCIO | ROMANIA - I DIVISIONE | Champions FC Arges - Petrolul Ploiesti | PARI/DISPARI | PARI
U/O GAMES;Over;;;;NON_MAPPATO;famiglia non riconosciuta;42;30;WILLIAMHILL;TENNIS | TORNEO DI KITZBUHEL | Hanfmann, Yannick - Halys, Quentin | U/O GAMES | Over
VINCENTE;Milan;;;;NON_MAPPATO;famiglia non riconosciuta;42;42;360BET, ADMIRAL, BBET, SPORTBET, STANLEYBET, STARCASINO;CALCIO | Serie A | Serie A 2026/27 | VINCENTE | Milan
RIS. ESATTO MULTI ESITI 4;2-2 / 2-3 / 3-2 / 3-3;;;;NON_MAPPATO;famiglia non riconosciuta;41;14;ADMIRAL;CALCIO | UZBEKISTAN - II DIVISIONE | FK Aral Samali - Shurtan | RIS. ESATTO MULTI ESITI 4 | 2-2 / 2-3 / 3-2 / 3-3
MULTIGOL 1°T;SI;;;;NON_MAPPATO;famiglia non riconosciuta;40;7;SPORTBET, STANLEYBET, TOTOSI;CALCIO | Amichevoli di Club (Poss. Cambio Format) | Wolfsburg - Lione | MULTIGOL 1°T | SI
OSPITE NO BET;1;;;;NON_MAPPATO;famiglia non riconosciuta;40;13;SPORTBET;CALCIO | ITALIA - I DIVISIONE | Roma - Fiorentina | OSPITE NO BET | 1
PIAZZATO NEI;SI;;;;NON_MAPPATO;famiglia non riconosciuta;40;27;DOMUSBET, SPORTBET;CICLISMO | TOUR DE FRANCE | Tour De France 2026 Tappa 19 | PIAZZATO NEI | SI
VINCENTE;Quiles M.;;;;NON_MAPPATO;famiglia non riconosciuta;40;40;ADMIRAL, BBET, DOMUSBET, MARATHON, SPORTBET, STARCASINO, WILLIAMHILL;MOTOCICLISMO | MONDO - MOTOMONDIALE | Mondiale Moto3 2026 | VINCENTE | Quiles M.
12 - INFO1°T;12;;;;NON_MAPPATO;famiglia non riconosciuta;39;5;MARATHON;CALCIO | GARA AMICHEVOLE | Southport - FC United of Manchester | 12 - INFO1°T | 12
CASA NO BET;2;;;;NON_MAPPATO;famiglia non riconosciuta;39;17;SPORTBET;CALCIO | ITALIA - I DIVISIONE | Genoa - Napoli | CASA NO BET | 2
HOME NO BET;X;;;;NON_MAPPATO;famiglia non riconosciuta;39;15;ADMIRAL, STARCASINO, WILLIAMHILL;CALCIO | ITALIA - I DIVISIONE | Roma - Fiorentina | HOME NO BET | X
MULTIGOL INFO1-INFO2 SQUADRA 2;SI;;;;NON_MAPPATO;famiglia non riconosciuta;39;13;ADMIRAL;CALCIO | ISLANDA - IV DIVISIONE | Ymir Kopavogur - KH Hlidarendi | MULTIGOL INFO1-INFO2 SQUADRA 2 | SI
T/T HANDICAP GAMES;2;;;;NON_MAPPATO;famiglia non riconosciuta;39;34;MARATHON, STARCASINO, WILLIAMHILL;TENNIS | CHALLENGER DI SVIZZERA | Huesler, Marc-andrea - Stricker, Dominic | T/T HANDICAP GAMES | 2
VINCENTE;Bulega N.;;;;NON_MAPPATO;famiglia non riconosciuta;39;39;ADMIRAL, BBET, DOMUSBET, SPORTBET, STARCASINO, WILLIAMHILL;MOTOCICLISMO | MONDO - MONDIALE SUPERBIKE | Superbike - Vincente Mondiale 2026 | VINCENTE | Bulega N.
RIS. ESATTO MULTI ESITI 4;2-0 / 2-1 / 3-0 / 3-1;;;;NON_MAPPATO;famiglia non riconosciuta;38;16;ADMIRAL;CALCIO | ITALIA - I DIVISIONE | Atalanta - Sassuolo Calcio | RIS. ESATTO MULTI ESITI 4 | 2-0 / 2-1 / 3-0 / 3-1
TESTA A TESTA;2;;;;NON_MAPPATO;famiglia non riconosciuta;38;29;STARCASINO, WILLIAMHILL;CRICKET | REGNO UNITO - THE HUNDRED | Birmingham Phoenix - Trent Rockets | TESTA A TESTA | 2
AWAY NO BET;X;;;;NON_MAPPATO;famiglia non riconosciuta;36;14;ADMIRAL, STARCASINO;CALCIO | ITALIA - I DIVISIONE | Torino - Milan | AWAY NO BET | X
CASA SEGNA ENTRAMBI TEMPI;SI;;;;NON_MAPPATO;famiglia non riconosciuta;36;14;SPORTBET;CALCIO | ITALIA - I DIVISIONE | Frosinone Calcio - Juventus | CASA SEGNA ENTRAMBI TEMPI | SI
OSPITE SEGNA;Si;;;;NON_MAPPATO;famiglia non riconosciuta;36;15;STARCASINO;CALCIO | BRASILE - III DIVISIONE | Ypiranga - Barra FC SC | OSPITE SEGNA | Si
P/D;DISPARI;;;;NON_MAPPATO;famiglia non riconosciuta;36;6;ADMIRAL;CALCIO | ECUADOR - I DIVISIONE F. | Quito FC - CD Espuce | P/D | DISPARI
T/T SET (ESCL. RITIRO);2;;;;NON_MAPPATO;famiglia non riconosciuta;36;36;MARATHON, STARCASINO, WILLIAMHILL;TENNIS | CHALLENGER DI FINLANDIA | Kasnikowski, Maks - Barton, Hynek | T/T SET (ESCL. RITIRO) | 2
U/O INFO1 CORNER T.R;OVER;;;;NON_MAPPATO;famiglia non riconosciuta;36;17;DOMUSBET;CALCIO | MACAU - I DIVISIONE | G Universe - Artilheiros | U/O INFO1 CORNER T.R | OVER
VINCENTE;Paul Seixas;;;;NON_MAPPATO;famiglia non riconosciuta;36;36;ADMIRAL, BBET, DOMUSBET, MARATHON, STANLEYBET, STARCASINO, WILLIAMHILL;CICLISMO | TOUR DE FRANCE | Tour De France 2026 Tappa 19 | VINCENTE | Paul Seixas
VINCENTE;Martin J.;;;;NON_MAPPATO;famiglia non riconosciuta;35;35;ADMIRAL, BBET, DOMUSBET, MARATHON, SPORTBET, STARCASINO, WILLIAMHILL;MOTOCICLISMO | MONDO - MOTOMONDIALE | Mondiale Motogp 2026 | VINCENTE | Martin J.
COMBO GG/NG;GOAL/GOAL;;;;NON_MAPPATO;famiglia non riconosciuta;34;7;MARATHON;CALCIO | IRLANDA - II DIVISIONE | Kerry FC - Finn Harps | COMBO GG/NG | GOAL/GOAL
MULTIGOAL;SI;;;;NON_MAPPATO;famiglia non riconosciuta;34;18;WILLIAMHILL;CALCIO | UNGHERIA - I DIVISIONE | Nyiregyhaza Spartacus FC - Ujpest FC Budapest | MULTIGOAL | SI
U/O INFO1 CORNER T.R;UNDER;;;;NON_MAPPATO;famiglia non riconosciuta;34;9;DOMUSBET;CALCIO | POLONIA - I DIVISIONE | RKS Radomiak Radom - Wieczysta Krakow | U/O INFO1 CORNER T.R | UNDER
VINCENTE;Verstappen M.;;;;NON_MAPPATO;famiglia non riconosciuta;34;34;ADMIRAL, DOMUSBET, MARATHON, SPORTBET, STANLEYBET, STARCASINO, TOTOSI, WILLIAMHILL;AUTOMOBILISMO | MONDO - CAMPIONATO FORMULA 1 | Formula 1 Mondiale Piloti 2026 | VINCENTE | Verstappen M.
X2+MG;X2 + MG;;;;NON_MAPPATO;famiglia non riconosciuta;34;29;ADMIRAL;CALCIO | GARA AMICHEVOLE | Hyde United FC - Chester City | X2+MG | X2 + MG
1 O OV TEMPO;Si;;;;NON_MAPPATO;famiglia non riconosciuta;33;6;STARCASINO;CALCIO | ITALIA - I DIVISIONE | Inter - Monza | 1 O OV TEMPO | Si
1 TEMPO/FINALE;1-1;;;;NON_MAPPATO;famiglia non riconosciuta;33;19;ADMIRAL;CALCIO | SVEZIA - I DIVISIONE | Vasteraas SK - Orgryte IS | 1 TEMPO/FINALE | 1-1
